,released,year,age,sex,employed,citizen,checks
2378,Yes,2001,16,Male,Yes,Yes,4
2379,Yes,2000,19,Male,Yes,No,3
2380,Yes,1998,17,Female,No,Yes,1
2381,Yes,1999,18,Male,Yes,Yes,1
2382,No,2000,23,Male,Yes,Yes,1
2383,No,2002,26,Male,Yes,Yes,2
2384,No,2000,19,Male,Yes,Yes,3
2385,Yes,1998,30,Male,No,Yes,0
2386,Yes,1997,18,Female,No,No,0
2387,Yes,2000,23,Male,No,No,0
2388,Yes,2001,20,Male,Yes,Yes,0
2389,Yes,1998,24,Male,Yes,Yes,1
2390,Yes,2001,39,Male,Yes,No,2
2391,Yes,1999,16,Male,Yes,Yes,1
2392,No,2000,26,Male,No,No,0
2393,Yes,1999,16,Male,Yes,Yes,0
2394,No,1997,17,Male,No,Yes,4
2395,Yes,2000,21,Male,Yes,Yes,3
2396,Yes,1999,20,Male,Yes,Yes,4
2397,Yes,2000,17,Male,Yes,Yes,0
2398,Yes,1999,44,Male,Yes,Yes,0
2399,Yes,1999,25,Female,Yes,Yes,2
2400,Yes,2000,18,Female,Yes,Yes,0
2401,No,2001,23,Male,Yes,Yes,1
2402,Yes,1999,43,Male,Yes,Yes,0
2403,Yes,1999,23,Male,No,Yes,0
2404,Yes,2000,37,Male,Yes,Yes,4
2405,Yes,1999,23,Male,No,Yes,3
2406,Yes,2001,18,Male,Yes,Yes,0
2407,Yes,2000,17,Male,Yes,Yes,0
2408,Yes,1999,17,Male,Yes,Yes,3
2409,Yes,1999,17,Male,Yes,Yes,1
2410,Yes,1999,21,Male,No,Yes,3
2411,Yes,1999,17,Male,Yes,Yes,0
2412,Yes,2000,21,Male,Yes,Yes,0
2413,No,1998,29,Male,Yes,Yes,4
2414,Yes,1999,24,Male,Yes,Yes,0
2415,Yes,2000,21,Male,Yes,Yes,4
2416,Yes,2000,24,Male,Yes,Yes,0
2417,Yes,2002,16,Male,Yes,No,0
2418,Yes,2001,27,Male,Yes,Yes,0
2419,Yes,2002,42,Male,Yes,Yes,0
2420,Yes,1999,16,Female,No,Yes,1
2421,Yes,1998,52,Male,No,Yes,5
2422,Yes,1999,22,Male,Yes,Yes,2
2423,Yes,1999,19,Male,Yes,Yes,0
2424,Yes,1997,31,Male,Yes,Yes,1
2425,Yes,1999,33,Male,Yes,Yes,1
2426,Yes,2001,19,Male,Yes,Yes,1
2427,Yes,2001,19,Male,Yes,Yes,2
2428,Yes,2000,20,Male,No,Yes,1
2429,Yes,2000,27,Male,No,Yes,3
2430,No,1998,40,Male,Yes,Yes,5
2431,Yes,1998,38,Male,Yes,Yes,3
2432,Yes,2000,24,Male,Yes,Yes,3
2433,Yes,2002,14,Female,Yes,Yes,0
2434,Yes,1999,19,Male,Yes,Yes,1
2435,Yes,2001,23,Female,Yes,Yes,0
2436,Yes,1999,21,Male,Yes,Yes,0
2437,Yes,2001,21,Male,Yes,Yes,2
2438,Yes,1999,34,Female,Yes,Yes,3
2439,Yes,1998,18,Male,Yes,Yes,0
2440,Yes,2001,24,Male,Yes,Yes,3
2441,Yes,1999,26,Male,Yes,Yes,2
2442,No,1999,20,Male,No,Yes,4
2443,Yes,2000,21,Male,Yes,Yes,3
2444,Yes,2001,16,Male,Yes,Yes,0
2445,Yes,2001,25,Male,Yes,Yes,0
2446,Yes,2000,31,Male,Yes,Yes,3
2447,No,2000,28,Male,Yes,Yes,2
2448,Yes,2000,44,Male,Yes,Yes,0
2449,Yes,2000,23,Male,Yes,Yes,0
2450,No,2001,20,Male,Yes,Yes,2
2451,Yes,2002,20,Female,No,No,3
2452,No,1997,22,Male,Yes,No,2
2453,Yes,2000,23,Male,Yes,Yes,1
2454,Yes,1998,17,Male,Yes,Yes,0
2455,No,1999,43,Male,Yes,Yes,2
2456,No,1997,37,Male,No,No,3
2457,Yes,1998,25,Male,Yes,Yes,0
2458,Yes,2000,15,Male,Yes,Yes,3
2459,Yes,1997,23,Male,Yes,No,0
2460,Yes,1997,18,Male,Yes,Yes,4
2461,Yes,1998,21,Male,Yes,Yes,0
2462,Yes,1999,42,Male,Yes,Yes,1
2463,Yes,1999,20,Male,Yes,Yes,2
2464,Yes,1998,32,Male,Yes,Yes,0
2465,Yes,2000,23,Male,Yes,No,2
2466,Yes,1999,18,Female,Yes,Yes,0
2467,Yes,2000,14,Male,Yes,Yes,1
2468,No,2001,22,Male,Yes,Yes,3
2469,Yes,2001,16,Male,Yes,Yes,2
2470,No,1998,22,Male,No,Yes,3
2471,Yes,1999,21,Male,Yes,Yes,4
2472,Yes,2002,26,Male,Yes,Yes,3
2473,Yes,2001,38,Male,Yes,Yes,2
2474,No,1997,17,Male,No,No,3
2475,Yes,1998,16,Male,Yes,Yes,0
2476,Yes,2000,21,Male,Yes,Yes,3
2477,Yes,1999,32,Male,Yes,Yes,4
2478,Yes,1999,15,Male,Yes,Yes,0
2479,Yes,2001,21,Male,Yes,No,3
2480,Yes,1998,20,Male,Yes,Yes,0
2481,Yes,2001,22,Male,Yes,Yes,1
2482,No,1999,21,Female,No,Yes,4
2483,No,1999,21,Female,No,Yes,4
2484,No,2001,16,Male,Yes,No,1
2485,Yes,1997,16,Male,Yes,Yes,0
2486,Yes,2002,27,Male,No,Yes,4
2487,Yes,1999,17,Male,Yes,Yes,0
2488,Yes,1999,26,Male,Yes,Yes,0
2489,Yes,1998,18,Male,No,Yes,4
2490,Yes,1998,28,Male,Yes,Yes,0
2491,Yes,1998,33,Male,No,Yes,2
2492,Yes,1999,17,Female,Yes,Yes,4
2493,Yes,2000,25,Male,Yes,Yes,0
2494,Yes,1998,19,Male,Yes,Yes,1
2495,Yes,2000,20,Male,Yes,Yes,0
2496,Yes,2001,24,Male,Yes,Yes,2
2497,Yes,2001,19,Male,Yes,Yes,0
2498,Yes,2002,20,Male,Yes,Yes,0
2499,Yes,2000,18,Male,Yes,Yes,2
2500,Yes,1999,17,Male,Yes,Yes,0
2501,Yes,2001,18,Female,No,Yes,2
2502,Yes,2000,18,Male,Yes,Yes,0
2503,Yes,2000,30,Male,No,Yes,4
2504,Yes,1999,34,Male,Yes,Yes,1
2505,No,1997,39,Male,Yes,No,4
2506,Yes,1998,18,Male,Yes,Yes,2
2507,Yes,1998,17,Male,Yes,Yes,0
2508,No,1999,35,Male,Yes,Yes,3
2509,Yes,2001,20,Male,Yes,No,3
2510,Yes,1998,29,Male,Yes,Yes,1
2511,Yes,2000,16,Male,Yes,Yes,0
2512,Yes,1999,34,Male,Yes,Yes,0
2513,Yes,1999,31,Male,Yes,Yes,3
2514,Yes,1999,23,Male,Yes,Yes,3
2515,Yes,2002,16,Female,Yes,Yes,0
2516,Yes,1999,17,Male,Yes,Yes,5
2517,Yes,2001,19,Male,Yes,Yes,2
2518,Yes,1998,17,Male,Yes,Yes,3
2519,Yes,1999,37,Male,No,No,2
2520,Yes,1998,35,Male,No,No,4
2521,No,1998,21,Male,Yes,Yes,3
2522,Yes,1999,31,Male,Yes,Yes,2
2523,Yes,2000,30,Male,Yes,Yes,1
2524,Yes,2000,21,Male,Yes,Yes,2
2525,Yes,1999,18,Male,Yes,Yes,3
2526,Yes,2000,16,Male,Yes,Yes,0
2527,Yes,2000,21,Male,Yes,No,1
2528,Yes,2001,22,Male,No,Yes,3
2529,Yes,1999,24,Male,Yes,Yes,0
2530,Yes,2000,22,Male,Yes,Yes,3
2531,Yes,1998,24,Male,Yes,Yes,2
2532,Yes,1998,41,Male,No,Yes,0
2533,Yes,1999,33,Male,Yes,Yes,0
2534,Yes,2001,21,Male,Yes,Yes,1
2535,Yes,2001,17,Male,Yes,Yes,0
2536,Yes,2000,26,Male,Yes,Yes,1
2537,Yes,1997,17,Male,Yes,No,0
2538,Yes,2001,19,Male,Yes,Yes,0
2539,Yes,1998,32,Male,No,Yes,3
2540,No,1997,23,Male,No,Yes,3
2541,Yes,1998,29,Male,No,Yes,2
2542,Yes,1999,23,Male,Yes,Yes,3
2543,Yes,1998,34,Male,Yes,Yes,0
2544,Yes,1999,17,Male,Yes,Yes,0
2545,Yes,1999,33,Male,Yes,No,0
2546,No,2001,26,Male,Yes,Yes,1
2547,Yes,2000,33,Male,Yes,Yes,0
2548,Yes,2001,20,Male,Yes,Yes,4
2549,Yes,1999,36,Male,Yes,Yes,2
2550,No,2000,21,Male,Yes,Yes,0
2551,Yes,2000,19,Male,Yes,Yes,2
2552,Yes,1998,17,Male,No,Yes,1
2553,Yes,2002,15,Male,Yes,Yes,1
2554,Yes,2000,18,Male,Yes,Yes,4
2555,Yes,2001,36,Male,Yes,Yes,2
2556,Yes,1998,22,Male,No,Yes,2
2557,Yes,1998,18,Male,Yes,Yes,0
2558,Yes,1998,19,Female,Yes,Yes,1
2559,Yes,2000,18,Female,Yes,Yes,1
2560,Yes,2001,24,Male,Yes,Yes,0
2561,Yes,2000,18,Male,Yes,Yes,1
2562,Yes,1998,17,Male,Yes,Yes,3
2563,Yes,1998,16,Male,Yes,Yes,2
2564,Yes,2001,30,Male,No,Yes,1
2565,Yes,2001,21,Male,Yes,Yes,0
2566,Yes,1998,39,Male,Yes,Yes,0
2567,Yes,1999,16,Male,Yes,Yes,0
2568,Yes,2001,20,Male,Yes,Yes,1
2569,Yes,1998,16,Male,Yes,Yes,0
2570,Yes,2000,27,Male,Yes,Yes,0
2571,Yes,2000,17,Male,Yes,Yes,0
2572,Yes,1998,26,Female,Yes,Yes,0
2573,Yes,1997,23,Male,No,No,4
2574,Yes,2001,15,Male,Yes,Yes,0
2575,Yes,2002,29,Male,Yes,Yes,5
2576,Yes,2001,15,Female,Yes,Yes,0
2577,Yes,2001,22,Male,Yes,Yes,0
2578,Yes,1998,36,Male,Yes,Yes,1
2579,No,2000,35,Male,Yes,Yes,3
2580,Yes,2000,26,Male,No,Yes,2
2581,Yes,1998,53,Male,No,Yes,5
2582,Yes,1997,18,Male,Yes,No,1
2583,Yes,2000,17,Female,Yes,Yes,1
2584,No,1999,28,Male,No,Yes,2
2585,Yes,2000,16,Male,Yes,Yes,0
2586,Yes,1998,15,Female,Yes,Yes,0
2587,Yes,2000,22,Male,No,Yes,1
2588,Yes,2001,17,Male,Yes,Yes,5
2589,Yes,1997,20,Male,Yes,Yes,1
2590,Yes,1997,21,Male,Yes,No,2
2591,Yes,2001,15,Male,Yes,Yes,1
2592,Yes,1998,15,Male,Yes,Yes,0
2593,Yes,2000,19,Male,Yes,Yes,0
2594,Yes,1997,17,Male,Yes,Yes,2
2595,Yes,2001,20,Male,Yes,Yes,1
2596,Yes,1999,24,Male,Yes,Yes,2
2597,Yes,1998,30,Male,Yes,Yes,4
2598,Yes,2001,26,Female,Yes,Yes,0
2599,Yes,1999,25,Female,Yes,Yes,0
2600,Yes,2001,24,Male,Yes,Yes,1
2601,Yes,1997,15,Male,Yes,No,0
2602,Yes,2000,24,Male,Yes,No,2
2603,Yes,2001,19,Male,Yes,Yes,3
2604,Yes,2000,34,Male,Yes,Yes,3
2605,No,1999,39,Male,No,Yes,4
2606,Yes,2001,18,Male,Yes,Yes,0
2607,Yes,1999,17,Female,Yes,Yes,3
2608,Yes,2001,15,Male,Yes,Yes,2
2609,Yes,1998,23,Male,Yes,Yes,1
2610,Yes,1998,18,Male,No,Yes,4
2611,Yes,1997,21,Male,Yes,Yes,3
2612,No,1998,34,Female,No,Yes,2
2613,Yes,1998,18,Male,Yes,Yes,3
2614,Yes,2000,18,Male,Yes,Yes,0
2615,Yes,2001,20,Male,No,Yes,3
2616,Yes,2001,22,Male,Yes,Yes,1
2617,Yes,2002,26,Male,Yes,Yes,4
2618,Yes,2001,17,Male,Yes,Yes,0
2619,No,2001,22,Male,Yes,Yes,2
2620,Yes,2000,18,Male,Yes,Yes,0
2621,Yes,2001,17,Male,Yes,Yes,4
2622,Yes,2001,36,Male,Yes,Yes,0
2623,Yes,1999,24,Male,Yes,Yes,0
2624,Yes,1998,33,Male,Yes,No,0
2625,Yes,2000,16,Male,Yes,Yes,2
2626,Yes,2001,20,Male,Yes,Yes,2
2627,Yes,1997,14,Female,Yes,Yes,0
2628,Yes,2000,17,Female,Yes,Yes,0
2629,Yes,1998,46,Male,Yes,Yes,2
2630,No,2001,16,Male,Yes,Yes,1
2631,Yes,1998,20,Female,No,Yes,1
2632,No,1997,28,Male,No,No,5
2633,No,1998,40,Male,No,Yes,3
2634,Yes,1998,14,Male,Yes,Yes,0
2635,Yes,2000,24,Male,Yes,Yes,4
2636,Yes,2001,19,Male,Yes,Yes,0
2637,Yes,1998,18,Male,Yes,Yes,2
2638,Yes,1998,33,Male,No,Yes,3
2639,Yes,1998,33,Male,Yes,No,1
2640,Yes,1999,17,Male,Yes,Yes,0
2641,Yes,1999,35,Male,Yes,Yes,3
2642,Yes,1998,55,Male,Yes,Yes,3
2643,No,2001,27,Male,Yes,Yes,4
2644,Yes,1999,21,Male,Yes,Yes,1
2645,Yes,1999,17,Male,Yes,Yes,0
2646,Yes,2000,27,Male,Yes,Yes,2
2647,Yes,2002,59,Male,No,Yes,3
2648,Yes,2000,35,Male,Yes,Yes,2
2649,Yes,2001,19,Female,Yes,Yes,1
2650,Yes,2001,35,Male,Yes,Yes,3
2651,Yes,1997,28,Male,Yes,Yes,2
2652,Yes,2001,15,Male,Yes,Yes,0
2653,Yes,2000,17,Male,Yes,Yes,1
2654,Yes,1999,18,Male,No,Yes,3
2655,Yes,2001,22,Male,No,Yes,2
2656,Yes,1998,27,Male,Yes,Yes,1
2657,No,2000,24,Male,Yes,Yes,3
2658,No,1997,29,Male,No,Yes,4
2659,Yes,2001,43,Male,Yes,Yes,3
2660,Yes,1998,16,Female,Yes,Yes,0
2661,Yes,1999,24,Male,Yes,Yes,2
2662,No,1998,27,Male,No,Yes,2
2663,Yes,2001,22,Male,Yes,Yes,0
2664,No,1998,38,Male,Yes,No,3
2665,Yes,2001,36,Male,Yes,Yes,4
2666,Yes,2000,26,Male,Yes,Yes,0
2667,Yes,2000,22,Male,No,Yes,0
2668,Yes,2000,20,Male,Yes,Yes,1
2669,Yes,1999,19,Male,Yes,Yes,0
2670,Yes,1998,17,Male,Yes,Yes,0
2671,Yes,1999,20,Male,Yes,Yes,0
2672,No,1999,21,Male,No,Yes,4
2673,Yes,1999,15,Male,Yes,Yes,2
2674,Yes,2000,21,Male,Yes,Yes,1
2675,Yes,2000,18,Male,Yes,Yes,0
2676,No,2002,17,Male,Yes,Yes,0
2677,Yes,1999,19,Male,Yes,No,0
2678,Yes,1999,35,Male,Yes,Yes,1
2679,Yes,2001,15,Male,Yes,Yes,0
2680,No,2000,49,Male,No,No,5
2681,Yes,2002,19,Male,Yes,No,1
2682,Yes,1999,15,Male,Yes,Yes,2
2683,Yes,2001,16,Female,Yes,Yes,0
2684,Yes,1999,19,Male,No,Yes,1
2685,Yes,2001,41,Female,No,Yes,1
2686,Yes,2001,18,Male,Yes,Yes,1
2687,Yes,2000,23,Male,Yes,Yes,0
2688,Yes,1997,22,Male,Yes,Yes,0
2689,Yes,2001,18,Male,Yes,Yes,0
2690,Yes,2000,39,Male,Yes,Yes,2
2691,Yes,2002,26,Male,Yes,Yes,2
2692,Yes,1997,23,Male,No,No,0
2693,Yes,1998,33,Male,Yes,Yes,1
2694,Yes,1997,16,Male,Yes,Yes,1
2695,Yes,2001,23,Male,No,Yes,2
2696,Yes,2001,54,Male,Yes,Yes,3
2697,No,2001,42,Male,No,Yes,4
2698,Yes,2000,17,Male,Yes,Yes,1
2699,Yes,2000,15,Male,Yes,Yes,0
2700,Yes,1998,19,Male,Yes,Yes,0
2701,Yes,1999,24,Male,Yes,Yes,2
2702,Yes,2002,38,Male,Yes,Yes,1
2703,Yes,1999,22,Male,Yes,Yes,3
2704,Yes,1998,20,Male,Yes,Yes,3
2705,Yes,1998,40,Male,Yes,Yes,0
2706,Yes,2001,32,Male,Yes,No,3
2707,No,1999,18,Male,Yes,Yes,4
2708,No,2001,21,Male,Yes,Yes,3
2709,Yes,1999,42,Male,No,Yes,0
2710,Yes,1998,18,Male,No,Yes,0
2711,No,2000,17,Male,Yes,Yes,3
2712,Yes,1998,39,Male,Yes,No,3
2713,No,1997,40,Male,No,Yes,4
2714,Yes,2001,20,Male,No,Yes,0
2715,Yes,2002,17,Male,Yes,Yes,0
2716,Yes,2000,16,Male,Yes,Yes,3
2717,Yes,2002,28,Male,Yes,No,4
2718,Yes,1999,36,Male,Yes,Yes,0
2719,Yes,2000,17,Male,Yes,Yes,3
2720,Yes,1998,26,Male,Yes,Yes,0
2721,Yes,1999,36,Male,Yes,Yes,2
2722,Yes,2000,37,Male,Yes,No,0
2723,Yes,2000,22,Male,No,Yes,1
2724,Yes,2001,30,Male,Yes,Yes,1
2725,Yes,2002,21,Male,Yes,Yes,0
2726,Yes,2001,15,Male,Yes,Yes,3
2727,No,2001,29,Male,No,Yes,3
2728,No,2000,16,Male,Yes,Yes,0
2729,Yes,2001,44,Male,Yes,Yes,0
2730,No,2001,28,Female,No,Yes,5
2731,Yes,2001,41,Male,No,Yes,2
2732,Yes,2000,21,Male,No,Yes,3
2733,Yes,2000,22,Male,Yes,Yes,3
2734,Yes,1999,30,Male,Yes,Yes,1
2735,Yes,2000,17,Male,Yes,Yes,2
2736,No,2002,16,Male,Yes,Yes,5
2737,Yes,1999,18,Male,Yes,Yes,0
2738,Yes,1998,27,Male,Yes,Yes,5
2739,Yes,2001,20,Male,Yes,Yes,0
2740,Yes,1998,18,Male,No,Yes,3
2741,Yes,1998,30,Male,Yes,Yes,2
2742,Yes,2001,36,Male,Yes,Yes,1
2743,No,2000,23,Male,Yes,Yes,4
2744,Yes,1997,15,Male,Yes,No,4
2745,Yes,1998,17,Male,Yes,Yes,3
2746,Yes,2002,21,Male,Yes,Yes,1
2747,No,1998,17,Male,No,Yes,4
2748,Yes,2000,14,Male,Yes,Yes,0
2749,Yes,1997,20,Male,Yes,No,0
2750,Yes,1999,33,Male,Yes,Yes,3
2751,Yes,1998,25,Male,Yes,Yes,0
2752,Yes,2001,18,Male,Yes,Yes,1
2753,Yes,2001,38,Male,Yes,Yes,3
2754,Yes,2001,33,Male,Yes,Yes,4
2755,No,2001,27,Male,Yes,Yes,3
2756,Yes,2001,21,Male,Yes,Yes,3
2757,Yes,2000,20,Male,Yes,Yes,2
2758,Yes,1997,32,Male,Yes,Yes,4
2759,Yes,2000,20,Male,Yes,No,2
2760,Yes,1999,21,Male,Yes,Yes,3
2761,No,1999,33,Male,No,No,2
2762,No,1997,20,Male,Yes,Yes,0
2763,Yes,2002,14,Female,Yes,Yes,0
2764,Yes,1999,19,Male,Yes,Yes,0
2765,No,2001,24,Male,Yes,Yes,4
2766,Yes,1998,22,Male,Yes,Yes,0
2767,Yes,2002,17,Male,Yes,No,0
2768,Yes,1998,52,Male,Yes,No,0
2769,Yes,2001,23,Male,Yes,Yes,4
2770,No,2000,17,Male,No,No,5
2771,Yes,1999,18,Male,Yes,Yes,0
2772,Yes,1998,18,Female,Yes,Yes,2
2773,Yes,1999,22,Male,No,Yes,0
2774,Yes,1998,17,Male,No,Yes,0
2775,Yes,2000,18,Male,Yes,Yes,2
2776,Yes,2000,61,Male,Yes,Yes,1
2777,Yes,2002,17,Male,Yes,Yes,0
2778,No,2001,24,Male,No,Yes,3
2779,Yes,2001,60,Male,Yes,Yes,1
2780,Yes,2000,17,Male,Yes,Yes,2
2781,Yes,1999,23,Male,Yes,Yes,1
2782,Yes,2002,21,Male,Yes,Yes,4
2783,Yes,1997,16,Male,Yes,No,2
2784,Yes,1998,27,Male,No,Yes,3
2785,Yes,2000,16,Male,Yes,Yes,0
2786,Yes,1998,30,Male,Yes,Yes,0
2787,Yes,2000,35,Male,Yes,Yes,3
2788,Yes,1998,28,Male,No,Yes,3
2789,No,2000,19,Male,No,Yes,0
2790,Yes,1997,21,Male,Yes,No,0
2791,Yes,1998,25,Male,No,Yes,4
2792,Yes,1999,39,Male,Yes,Yes,0
2793,Yes,2000,18,Male,Yes,Yes,0
2794,No,1998,38,Male,No,Yes,1
2795,Yes,2000,17,Male,No,Yes,4
2796,No,1998,18,Male,Yes,Yes,5
2797,Yes,1999,21,Male,Yes,Yes,3
2798,No,2001,19,Male,Yes,Yes,0
2799,No,2001,28,Male,Yes,No,2
2800,Yes,2001,15,Male,Yes,Yes,5
2801,Yes,1999,24,Male,Yes,Yes,0
2802,Yes,2001,21,Male,Yes,Yes,3
2803,Yes,2000,17,Male,Yes,Yes,0
2804,No,2002,17,Male,Yes,Yes,3
2805,Yes,1999,17,Male,Yes,Yes,3
2806,Yes,2000,22,Male,Yes,Yes,1
2807,No,2001,46,Male,Yes,No,2
2808,Yes,1999,40,Male,Yes,Yes,0
2809,Yes,2000,25,Male,Yes,Yes,0
2810,Yes,1999,32,Male,Yes,Yes,4
2811,No,1999,17,Male,Yes,Yes,3
2812,Yes,2001,19,Male,Yes,No,0
2813,Yes,1997,23,Male,No,Yes,3
2814,No,1997,21,Male,No,No,2
2815,Yes,1998,53,Male,Yes,Yes,2
2816,No,1997,20,Male,No,Yes,2
2817,Yes,1998,36,Male,No,Yes,3
2818,Yes,2001,18,Male,Yes,Yes,0
2819,Yes,1997,15,Male,Yes,No,2
2820,Yes,1999,19,Male,Yes,Yes,0
2821,No,1998,17,Female,No,Yes,2
2822,Yes,2001,19,Male,Yes,Yes,0
2823,Yes,1998,26,Male,Yes,Yes,5
2824,No,2000,36,Male,Yes,No,2
2825,No,1999,21,Male,Yes,Yes,1
2826,Yes,1997,33,Female,Yes,No,3
2827,Yes,1999,25,Female,Yes,Yes,0
2828,No,1998,32,Male,Yes,Yes,2
2829,Yes,1998,15,Male,Yes,Yes,3
2830,No,2000,15,Female,Yes,Yes,1
2831,No,1999,35,Male,Yes,No,1
2832,No,1999,35,Male,Yes,No,1
2833,Yes,2000,13,Male,Yes,Yes,0
2834,Yes,2000,22,Male,Yes,Yes,2
2835,Yes,2001,27,Male,Yes,Yes,0
2836,Yes,1999,26,Male,Yes,Yes,3
2837,Yes,1998,17,Male,Yes,Yes,0
2838,Yes,1998,23,Male,Yes,Yes,4
2839,Yes,2001,39,Male,No,Yes,4
2840,Yes,1998,17,Female,Yes,Yes,1
2841,Yes,2000,39,Male,Yes,Yes,3
2842,Yes,2001,25,Male,Yes,Yes,0
2843,Yes,1998,19,Male,Yes,Yes,1
2844,Yes,1998,20,Female,Yes,Yes,0
2845,Yes,1999,38,Male,Yes,Yes,1
2846,No,1998,22,Male,Yes,No,5
2847,Yes,2001,23,Male,Yes,Yes,2
2848,No,1997,19,Male,Yes,Yes,4
2849,Yes,1997,27,Male,No,No,1
2850,Yes,1998,40,Male,No,Yes,4
2851,Yes,2001,17,Female,Yes,Yes,3
2852,Yes,1999,21,Male,Yes,Yes,4
2853,Yes,2000,16,Male,Yes,Yes,4
2854,Yes,2000,31,Male,Yes,Yes,0
2855,No,2002,19,Male,No,No,0
2856,Yes,1998,35,Male,No,Yes,2
2857,Yes,2000,36,Female,No,Yes,3
2858,Yes,1998,22,Male,Yes,Yes,0
2859,Yes,2000,22,Male,No,Yes,2
2860,No,1999,17,Male,No,Yes,3
2861,No,1999,19,Male,Yes,Yes,3
2862,Yes,2000,19,Male,Yes,Yes,3
2863,Yes,2000,19,Male,Yes,Yes,2
2864,Yes,1998,19,Male,Yes,Yes,0
2865,Yes,2002,26,Male,Yes,Yes,2
2866,Yes,2000,20,Male,Yes,Yes,0
2867,Yes,2001,22,Male,Yes,Yes,3
2868,Yes,1997,17,Male,Yes,Yes,0
2869,Yes,2000,17,Male,Yes,Yes,0
2870,No,1997,17,Male,Yes,Yes,4
2871,Yes,2000,17,Female,Yes,Yes,4
2872,Yes,2000,54,Male,No,Yes,3
2873,No,1997,16,Male,No,No,0
2874,Yes,2000,20,Male,Yes,Yes,1
2875,Yes,2000,19,Male,Yes,Yes,0
2876,No,2001,23,Male,Yes,Yes,2
2877,No,2002,22,Male,Yes,Yes,0
2878,Yes,1998,23,Male,Yes,Yes,0
2879,Yes,1999,22,Male,Yes,Yes,0
2880,Yes,1998,19,Male,Yes,Yes,0
2881,Yes,2000,29,Male,Yes,Yes,0
2882,Yes,2000,32,Male,Yes,Yes,4
2883,Yes,1998,41,Male,Yes,Yes,0
2884,Yes,1999,23,Male,Yes,Yes,1
2885,Yes,2000,21,Male,No,Yes,5
2886,Yes,2001,22,Male,Yes,Yes,0
2887,No,1997,32,Male,No,No,4
2888,Yes,1998,28,Male,Yes,Yes,2
2889,Yes,2000,26,Male,Yes,Yes,1
2890,Yes,1998,19,Male,Yes,Yes,1
2891,Yes,1999,17,Male,Yes,Yes,0
2892,Yes,2001,15,Male,Yes,Yes,0
2893,Yes,2000,19,Male,Yes,Yes,2
2894,Yes,2000,16,Male,Yes,Yes,2
2895,Yes,2001,37,Male,Yes,Yes,2
2896,Yes,1999,28,Male,Yes,Yes,0
2897,Yes,2000,22,Male,Yes,Yes,1
2898,Yes,1999,22,Male,No,No,2
2899,Yes,2000,15,Male,No,Yes,1
2900,No,2000,29,Male,Yes,Yes,4
2901,Yes,2002,20,Male,Yes,Yes,2
2902,Yes,1997,23,Male,Yes,No,1
2903,Yes,1997,32,Male,Yes,Yes,4
2904,Yes,1999,31,Male,No,Yes,4
2905,No,1999,23,Male,No,No,4
2906,Yes,1999,21,Male,No,Yes,4
2907,Yes,2001,19,Male,No,Yes,2
2908,Yes,2001,20,Male,Yes,Yes,1
2909,Yes,1998,20,Male,Yes,Yes,3
2910,Yes,2001,16,Male,Yes,Yes,0
2911,No,2000,20,Male,No,Yes,4
2912,Yes,1997,17,Male,Yes,Yes,0
2913,Yes,2000,22,Male,Yes,Yes,3
2914,No,2000,20,Male,Yes,Yes,3
2915,Yes,2000,17,Female,Yes,Yes,1
2916,Yes,2000,41,Male,Yes,Yes,4
2917,Yes,1998,33,Male,Yes,No,3
2918,Yes,1999,38,Male,Yes,No,6
2919,Yes,1999,22,Female,Yes,Yes,2
2920,Yes,1998,40,Male,Yes,Yes,3
2921,No,2001,45,Male,No,Yes,3
2922,Yes,2001,14,Male,Yes,Yes,1
2923,Yes,1998,40,Female,No,No,0
2924,Yes,2001,24,Male,Yes,Yes,0
2925,Yes,2002,17,Male,Yes,Yes,0
2926,Yes,1998,18,Male,Yes,Yes,1
2927,Yes,1998,18,Male,Yes,Yes,0
2928,Yes,1998,17,Male,Yes,Yes,3
2929,Yes,2001,34,Male,Yes,Yes,0
2930,No,2000,36,Male,No,Yes,4
2931,Yes,1999,32,Male,Yes,Yes,0
2932,Yes,1999,20,Male,Yes,Yes,0
2933,Yes,1999,42,Male,Yes,Yes,3
2934,Yes,1999,26,Male,No,Yes,2
2935,Yes,1998,28,Male,Yes,Yes,4
2936,No,2001,24,Male,Yes,Yes,4
2937,Yes,2001,21,Male,No,Yes,4
2938,Yes,2001,21,Male,Yes,Yes,4
2939,Yes,2000,15,Female,Yes,Yes,0
2940,Yes,1999,24,Female,Yes,Yes,0
2941,No,1998,24,Male,Yes,Yes,3
2942,Yes,2000,18,Male,Yes,Yes,1
2943,Yes,1998,22,Male,Yes,Yes,0
2944,Yes,2000,39,Male,Yes,Yes,0
2945,Yes,2000,24,Male,Yes,Yes,0
2946,Yes,2000,21,Male,Yes,Yes,2
2947,Yes,2000,32,Male,Yes,Yes,2
2948,Yes,1997,47,Male,Yes,No,0
2949,Yes,2001,19,Male,Yes,Yes,1
2950,Yes,1997,62,Male,No,No,2
2951,Yes,1999,28,Male,Yes,Yes,3
2952,Yes,1999,26,Male,Yes,Yes,0
2953,Yes,2000,22,Male,Yes,Yes,2
2954,Yes,2001,22,Male,No,Yes,2
2955,Yes,1998,40,Male,Yes,Yes,2
2956,Yes,2000,19,Male,Yes,Yes,3
2957,Yes,2001,41,Male,Yes,Yes,5
2958,Yes,2000,29,Male,Yes,Yes,2
